DEGC1PV,DEGC2PV,DEGC3PV,DEGC4PV,DEGC5PV,DEGC6PV,DEGC1SV,DEGC2SV,DEGC3SV,DEGC4SV,DEGC5SV,DEGC6SV,NM3/H.1PV,NM3/H.2PV,NM3/H.3PV,NM3/H.4PV,NM3/H.5PV,NM3/H.6PV,NM3/H.1SV,NM3/H.2SV,NM3/H.3SV,NM3/H.4SV,NM3/H.5SV,NM3/H.6SV,TEMP,FC1,FC2,FC3,FC4,FC5,FC6,mmH2O
970,1051.3,1224.8,1216.1,1147.6,1157.9,1005,1070,1215,1205,1150,1245,2484,2952,3714,9139,1915,5474,2495,2943,3637,8956,1916,5457,526.2,9.4,12.8,17.6,22.9,9.1,41.7,602
1008.3,1021.9,1207,1144.8,1124.8,1147.6,1050.2,1070,1210,1200,1120,1100,3169,3369,7991,8996,5303,7682,3161,3433,7979,8866,5264,7675,510.4,13.6,11.9,28.8,23.9,47.5,60.8,502
989.7,1050.1,1216.4,1209.5,1152.4,1166.2,1005,1070,1220,1210,1140,1245,3665,4433,4360,13693,1686,6583,3535,4169,4329,13785,1677,6548,519.8,12.7,14.3,18.5,34.5,6.1,48.5,602
1073.6,1062.1,1238.9,1201.1,1138.4,1142.9,1005,1070,1220,1210,1140,1245,2933,3526,3565,10129,1647,6258,2999,3546,3461,10181,1661,6222,550.3,16.1,14.6,17.2,26.4,6.6,47.1,598
1028.6,1019.8,1222.8,1189,1156.7,1145.5,1005,1070,1215,1200,1140,1130,2503,3145,2636,10357,1441,4417,2640,3324,2152,10519,1295,4702,532.2,10.1,11.1,15,24.5,3,35.6,617
809.3,819.1,920.4,915.1,941.9,893.5,1005,1070,1210,1210,1140,1245,2187,2481,3272,4042,1567,3940,2200,2300,2239,4000,1516,3958,444,8,7,15,12.5,3,28.6,599
1005.7,1055.1,1216.6,1207.6,1137.6,1159.3,1005,1070,1220,1210,1140,1245,3521,4021,4000,14040,2246,6546,3535,4169,3883,14029,2267,6548,547.8,18.4,16.6,18.4,36.7,14.3,50.4,597
983.4,1056.2,1218.9,1211.8,1154.6,1189,1005,1070,1220,1210,1140,1245,3523,4157,5120,14747,2904,6529,3535,4169,5177,14647,2792,6548,548.6,16.9,18.2,22.1,34.9,19,48.4,599
785.6,726.9,880.4,883.1,654.4,608.9,1005,1070,1215,1200,1140,1130,2636,2283,2623,7509,1603,3296,2600,2200,2001,2450,1600,3298,507.6,10.5,7,15,20.2,4.6,24.6,620
622.5,627,706.5,686.9,679,675.5,1005,1070,1210,1210,1140,1245,2309,2421,2968,4257,2061,1599,2200,2300,2239,2562,1298,1400,509.2,8,7.6,15,15,10,6,599
1043.2,1060,1224.9,1189.7,1155.4,1174.4,1005,1070,1215,1200,1150,1130,3197,4097,4169,14145,1647,6560,3150,3953,4089,14004,1580,6333,496.9,13.1,15.2,18.3,32.7,4.6,45.8,621
1050.6,1043.6,1189.9,1172.2,1165.8,1095.5,1005,1070,1210,1190,1160,1130,1845,2000,1870,6034,1224,4246,1871,2018,1526,6245,999,4287,563.2,8.4,7.1,15,22,3,36.7,494
553.3,487.9,687,698.4,627.6,630.1,1005,1070,1210,1210,1140,1245,2400,2673,3567,4004,2426,1761,2200,2300,2239,3227,1298,1526,330.2,8,7.6,15,12,10,3.8,601
706.6,598.8,891.4,848.7,940.7,801.8,1005,1070,1210,1210,1140,1245,2410,2662,3583,4013,1748,2515,2200,2300,2239,3399,1516,2518,344.6,8,7.6,15,12,3,13,600
784.5,726.2,880.3,885.3,650.9,605.1,1005,1070,1215,1200,1140,1130,2604,2283,2642,7536,1600,3301,2600,2200,2001,2450,1600,3298,500.5,9.2,7,15,20.2,4.7,24.4,620
997.9,1053.5,1219,1210.4,1143.8,1163.5,1005,1070,1220,1210,1140,1245,3562,4275,3852,13918,2154,6583,3535,4169,3904,13879,2119,6548,536,17.9,14.5,19.5,36.6,12.5,50.3,600
1034,1048.2,1223.2,1185.6,1152.8,1171.3,1005,1070,1220,1200,1150,1130,3371,4202,4547,14571,1690,6755,3333,4169,4582,14491,1677,6735,498.1,12.6,15.2,21,34.3,5.9,48.5,623
868.4,852.5,1107.7,1080,1058.9,1008,1005,1070,1215,1200,1140,1130,2619,2292,2542,4308,1698,4297,2600,2200,2001,4261,1700,4287,488.4,9.6,7,15,13.4,5.9,31.4,598
1036.2,1052.5,1220.3,1185.6,1153.3,1171.4,1005,1070,1220,1200,1150,1130,3232,4074,4310,13845,1596,6349,3109,3903,4253,13765,1553,6242,497.4,10.8,13.3,18.9,32.1,4.4,45.2,620
996.7,1070.1,1226.9,1216.6,1143.2,1173.5,1005,1070,1220,1210,1140,1245,3518,4164,5116,13930,2387,6557,3535,4169,5041,13860,2367,6548,540.3,16.5,17.7,21.3,33.8,14.2,48.2,596
1013.6,1063.3,1218.7,1212.3,1150.2,1179.2,1005,1070,1220,1210,1140,1245,3534,4158,4383,13008,2387,6509,3535,4169,4383,12829,2310,6548,552.5,17.5,14.1,20.7,31.1,14.1,49.7,597
1069.7,1086.6,1254.3,1210.3,1168.7,1145.1,1005,1070,1215,1205,1150,1245,2079,2238,2562,4061,1914,5077,1871,2207,2160,3988,1916,5067,566.8,8,7.2,15,13.9,10.8,40.6,597
1043.9,996.5,1244.1,1174.6,1169.6,1149.5,1005,1070,1215,1205,1150,1245,2540,3000,2962,7616,1917,5472,2495,2943,2880,7554,1916,5457,554,11.9,11.7,17,21.2,10.9,44.2,599
727.7,712.4,801,793.8,853.1,773.8,1050.2,1070,1200,1180,1120,1100,2313,2894,2470,4213,1904,3778,2303,2897,2484,4224,1900,3778,418.5,10,10.2,9.3,15,8.2,30.3,500
1065.2,1054,1236.2,1197.7,1186.7,1150.4,1005,1070,1215,1200,1150,1130,1892,2261,2571,4229,1458,4480,1765,2207,2086,4226,1190,4485,522.5,7,7,15,14.1,3,34.2,618
1043.4,1025,1235.6,1195.6,1198.3,1146.9,1005,1070,1215,1200,1150,1130,1954,2304,2710,4671,1452,4206,1765,2207,2192,4546,1174,4208,519.4,7,7,15,13.5,3,31.9,619
1026.1,1049.1,1232.9,1203.2,1156.3,1106,1005,1070,1210,1200,1140,1130,1791,2095,2415,5697,1349,4625,1604,1766,1958,5723,1094,4624,488.8,8,7,15,18,3,36.6,500
999.6,1068.6,1209.6,1192.1,1148.9,1112.2,1005,1070,1220,1195,1160,1130,1825,2098,3098,6719,1278,4844,1799,2125,2915,6279,1244,4690,541.5,8.3,8.2,16.9,19.8,3,38.8,497
1082.7,1071.5,1257.2,1226.6,1177.8,1160.3,1005,1070,1250,1230,1250,1245,2343,2152,2528,4629,1547,5095,1892,1900,2052,4735,1521,5054,523.1,8,7,15,15.9,3.9,38.4,600
989.7,1069.4,1224.4,1206.2,1138.5,1175.3,1005,1070,1220,1210,1140,1245,3511,4017,5990,14857,3001,6526,3535,4169,5922,14817,3020,6548,545.1,18,17.3,23.8,39.6,22.6,50.3,598
973.6,958.4,990.4,976,996.3,952.2,1005,1070,1210,1210,1140,1245,1799,2352,2694,2169,1406,3601,2200,2300,2239,2277,1140,3598,537,8,9.2,15,11.1,3,28.4,600
1055.1,1073,1221.1,1207.9,1157.3,1106.1,1005,1070,1220,1200,1160,1130,2029,2110,2595,6367,1886,4914,1989,2217,2394,6112,1859,4855,570.8,9.3,9.2,16,18.9,12.6,42.5,501
729.4,714.5,798.1,791.9,846.1,772.2,1050.2,1070,1200,1180,1120,1100,2296,2890,2483,4223,1901,3777,2303,2897,2484,4224,1900,3778,420.4,10.1,7.8,8.7,14.9,8.4,30.3,500
1014.4,1044.1,1215.1,1179.5,1158.6,1183.5,1005,1070,1215,1200,1150,1130,3332,4115,4932,14880,1936,6564,3333,4169,4865,14817,1937,6548,500.4,12,14.7,20.9,35.6,9,47.2,626
1033.7,1009.7,1215.1,1182.7,1136.5,1140.4,1005,1070,1215,1200,1140,1130,2872,3562,2596,11765,1453,5082,2556,3308,2013,11363,1348,4699,536.6,10.3,12.1,15,26.9,3,35.3,618
1023.9,1012.9,1214,1186.4,1149.7,1143.7,1005,1070,1215,1200,1140,1130,2763,3511,2581,12783,1438,5227,2862,3532,2120,12722,1468,5307,537.7,13.7,13.8,15,31.4,3.6,39.4,621
989.1,1022.1,1217.4,1187,1150.6,1153,1005,1070,1215,1200,1150,1130,3214,3908,2573,13193,1677,6076,3225,4047,2087,13444,1677,6080,521.2,14.4,15.6,15,33.2,6.4,45,624
607.2,499.3,785.9,757.8,677.7,660.3,1005,1070,1210,1210,1140,1245,2422,2692,3585,4011,2446,2513,2200,2300,2239,3399,1298,2518,331,8,7.6,15,12,10,12.8,600
903.4,924.4,1014.2,1006.7,1090,1025,1005,1070,1210,1210,1140,1245,1946,2303,2941,2955,1516,4685,2200,2300,2239,3050,1516,4677,520.2,8,9.3,15,12.5,3.7,34.2,599
781.9,723.4,871.9,874.1,661,619.3,1005,1070,1215,1200,1140,1130,2570,2297,2717,7756,1599,3311,2600,2200,2001,2450,1600,3298,504.3,9.3,7,15,20.2,4.1,24.3,620
1020.1,1038.7,1209.1,1192.4,1142.1,1159.5,1005,1070,1215,1200,1150,1130,2397,2922,2461,9204,2028,5873,2457,3032,2316,9261,2094,5925,534.6,10.9,11.1,15,25,11.2,43.8,623
1021.1,1027.1,1211.6,1199.4,1167.6,1147.9,1005,1070,1210,1200,1145,1130,2067,2614,2153,7545,1660,5061,2012,2581,1672,7397,1548,4771,503.6,8.1,10.1,15,20.1,3.6,34.4,620
955.8,1002.7,1063.5,1075.6,1132.7,1110.1,1005,1070,1220,1210,1150,1245,2008,2301,2887,2521,1421,3587,1942,2235,2479,2500,1298,3598,560.6,8,9.2,15,12.6,3,29.5,604
1022.1,1068.6,1215.2,1194.9,1123.4,1120.6,1005,1070,1210,1200,1145,1130,2403,2793,3312,7021,1879,5363,1891,2350,3119,6905,1693,4821,526.7,9.6,9.9,17.3,22.6,9.3,41.6,500
1007.3,989,1224.7,1163.8,1155,1105,1005,1070,1220,1200,1160,1130,1902,2107,2163,6009,1305,4627,1604,1892,1874,6101,1260,4617,526.4,8,7,15,20.2,3,37.6,499
1017.7,1034.8,1215.6,1195.4,1159.8,1176.7,1005,1070,1220,1200,1160,1230,3526,3789,4189,14759,1372,6538,3535,3811,4264,14817,1375,6548,531.3,17.7,18.2,20.8,40.7,4.2,53.5,499
948.6,1040.7,1194,1190.8,1131.8,1151.5,1005,1070,1215,1205,1150,1245,2476,2918,5039,10400,2461,5619,2495,2943,5039,10459,2463,5612,524.2,9.9,11.5,20.7,26.6,15,42.9,600
1020.9,983.6,1204.8,1147.1,1142.8,1076.2,1005,1070,1220,1200,1150,1130,1636,2059,3814,6210,1641,4587,1605,1892,3779,6101,1679,4617,556.3,8,7,20.6,19.2,8.9,39,498
998.4,1012.6,1219.1,1204,1141.7,1161.6,1005,1070,1215,1200,1140,1130,3003,3861,2700,12254,2074,5405,3243,3974,2942,12872,2211,5901,517.6,12.5,13.5,18.5,31.8,12,42.9,623
996.7,1026.3,1215.7,1196.9,1127.1,1154.7,1005,1070,1215,1200,1150,1130,3269,4192,3956,14361,2302,6076,3333,4169,3833,14369,2299,6080,515.6,14.5,16.1,17.9,34.7,13.1,44.3,620
974.1,1015.5,1208.9,1181,1148.7,1163.6,1005,1070,1215,1200,1150,1130,3132,3923,2572,14183,1652,5772,3161,3952,2297,14050,1660,5761,517.5,11.8,13.5,15,32.8,6,42.9,620
995.6,1030.6,1198.5,1160.7,1118.9,1122.5,1050.2,1070,1210,1200,1110,1100,1875,2562,3865,6041,3715,6303,1406,2207,3931,6005,3661,6296,498.9,10,7,16,18.6,29.3,50,500
1031.4,1017.9,1222.7,1168.4,1175.4,1155.8,1005,1070,1220,1190,1160,1230,2913,2996,3386,10165,2253,5577,3164,3382,3608,10314,2326,5799,548.8,14.2,15.8,22,31.1,18.3,51.4,499
851.9,835,1083.9,1054.9,1037.2,983.2,1005,1070,1215,1200,1140,1130,2593,2249,2414,4279,1701,4329,2600,2200,2001,4261,1700,4287,503.8,10,7,15,13.5,6.4,32.4,600
1003.8,1054.4,1221.9,1208.6,1137.6,1162.7,1005,1070,1220,1210,1140,1245,3537,4179,5068,14229,2333,6543,3535,4169,4993,14181,2351,6548,546,17.5,18.3,20.3,34.2,14.1,48.6,606
993.9,1064.9,1220.9,1208.6,1144,1170.4,1005,1070,1220,1210,1140,1245,3537,4064,5429,14879,2484,6561,3535,4169,5440,14817,2454,6548,526.4,12.7,16.7,21.7,35.2,14.9,48.2,599
979.5,956.4,1014.8,1003.6,1012.9,965.8,1005,1070,1210,1210,1140,1245,1909,2293,2935,3059,1478,3595,2200,2300,2239,3050,1203,3598,526.6,8,8.3,15,11.6,3,27,600
1005.9,1016.3,1221,1188.1,1158.3,1182.6,1005,1070,1220,1200,1150,1130,3372,4176,3882,15014,2255,6564,3333,4169,3868,14817,2184,6548,497.8,13.4,14.3,18.4,35.3,11.5,47,624
726,711.7,795.6,791,844.2,768.2,1050.2,1070,1200,1180,1120,1100,2328,2895,2488,4226,1899,3780,2303,2897,2484,4224,1900,3778,421.8,11.9,9.4,9.9,13.8,8.2,30,501
713.1,647.6,899.3,882.1,895.5,815.2,1005,1070,1210,1210,1140,1245,2398,2660,3572,4022,1736,3590,2200,2300,2239,3399,1516,3598,350.6,8,7.6,15,12,3,23.7,600
1016.4,1058.5,1255.3,1229.1,1172.8,1151.8,1005,1070,1215,1205,1150,1245,2483,2922,2939,7535,1914,5432,2495,2943,2880,7549,1916,5457,534.3,9.5,12.6,15,20.6,8.9,42,602
723.6,707.1,815.4,802.8,857.1,779.4,1050.2,1070,1200,1180,1120,1100,1921,2556,2055,3091,1447,3786,1881,1505,2000,2230,1424,3778,413.1,10,7,8,13,8,38,301
817,823.8,916.8,912.7,950.3,901,1005,1070,1210,1210,1140,1245,2141,2462,3211,3834,1557,3953,2200,2300,2239,2615,1516,3958,460.5,8,7,15,12,3,29,599
1068.7,1068.6,1245.6,1190,1164.2,1098.9,1005,1070,1210,1200,1140,1130,1682,2066,2297,5030,1298,4617,1605,1773,1859,5189,1051,4624,542.7,8,7,15,18.2,3,38.2,498
1070,1057.9,1257.6,1204.7,1179,1143.3,1005,1070,1215,1200,1150,1130,1926,2241,2555,3937,1437,4288,1765,2207,2068,3862,1176,4287,536.8,7,7,15,13.6,3,32.6,622
725.9,711.3,803.6,794.3,859.2,778.3,1050.2,1070,1200,1180,1120,1100,2347,2910,2485,4195,1901,3774,2303,2897,2484,4224,1900,3778,418.9,10,9.6,10,14.2,8.3,30.4,499
1001.6,1072.2,1222.9,1199.4,1168.5,1129.1,1005,1070,1220,1195,1150,1130,1842,2189,2720,6560,1321,4533,1866,2207,2575,6318,1099,4336,532.8,9.8,9.5,16.2,20,3,36,501
1036.6,1056.9,1227.5,1187.7,1176.8,1133.5,1005,1070,1215,1200,1150,1130,1908,2228,2489,5998,1426,4892,2151,2602,2099,6311,1399,5290,539.7,8.8,9.4,15,19.5,3,39.7,617
1022.1,995.5,1233.6,1191.9,1162.9,1145.4,1005,1070,1215,1205,1150,1245,2492,2969,3042,10534,1912,5080,2495,2943,2880,10459,1916,5067,571.6,15,13.8,16.1,28.6,11.3,41.8,601
889.1,907.1,997.2,988.2,1060.3,998,1005,1070,1210,1210,1140,1245,1975,2292,2958,3073,1513,4633,2200,2300,2239,3050,1516,4677,514.6,8,7.7,15,12.2,3.6,34.2,597
1003.9,1055.2,1218.7,1209.3,1139.4,1161.6,1005,1070,1220,1210,1140,1245,3544,4004,3864,14052,2274,6545,3535,4169,3910,14061,2273,6548,546.2,18.3,17.6,19.2,37.1,14.4,50.4,599
633.5,510.5,819.7,778.7,759.4,690.6,1005,1070,1210,1210,1140,1245,2403,2688,3605,4043,1851,2528,2200,2300,2239,3399,1504,2518,332.7,8,7.6,15,12,3,12.6,600
1083.2,1064.7,1237.1,1206.8,1144.1,1149.4,1005,1070,1220,1210,1140,1245,2725,3197,3277,8061,1498,5655,2798,3285,3229,8231,1535,5805,536.2,14.8,13.7,16.2,23.3,4.5,43.9,601
990.7,1041.4,1221.2,1188.8,1145.5,1123,1005,1070,1215,1205,1150,1245,2452,2941,3490,10435,1913,4910,2495,2943,3456,10459,1916,4911,539.7,11.5,12.9,17,26.5,9.2,38.7,600
924.6,957.8,1149.3,1125.4,1102.6,1127.2,1005,1070,1215,1200,1140,1130,7658,10169,8621,9410,5644,8346,5000,5000,5000,7000,3000,5000,424.6,17,21.5,15,18.5,10.6,30.1,854
1032.6,1051.9,1228,1203.2,1150.3,1164.2,1005,1070,1215,1200,1150,1130,2726,3528,2510,10214,1487,5093,2624,3261,2028,10279,1365,4887,508.1,9.4,11,15,26.1,3,36,617
966,1026.7,1202.7,1187.2,1153.4,1186.1,1005,1070,1215,1200,1150,1130,3361,4162,7113,14929,2957,6572,3333,4169,7139,14817,2955,6548,498.9,12.8,14.1,28,35.4,20,48,620
730.1,715.9,794.7,789.1,842.8,767.5,1050.2,1070,1200,1180,1120,1100,2312,2892,2485,4214,1900,3779,2303,2897,2484,4224,1900,3778,423.4,11.6,10.2,9.5,14.8,8.4,30,500
565.5,563.6,649.5,625.6,622.7,613.3,1005,1070,1210,1210,1140,1245,2324,2440,3062,4371,2109,1644,2200,2300,2239,2562,1298,1400,473.8,8,7.6,15,15,10,6,600
1028,1010.1,1228.2,1206.7,1167.1,1148,1005,1070,1210,1200,1145,1130,2089,2531,2108,7724,1647,5101,2428,2963,1792,7969,1814,5599,517.9,12.2,11.3,15,22.2,7.5,40.1,622
850.2,830.3,1082.8,1055.1,1039.7,983.3,1005,1070,1215,1200,1140,1130,2593,2244,2401,4256,1704,4294,2600,2200,2001,4261,1700,4287,507.3,9.9,7,15,14.4,6.5,32.9,600
1037.7,1046.4,1204.1,1190.3,1166.9,1155,1005,1070,1210,1200,1145,1130,2487,3261,2161,8045,1835,5621,2169,2851,1642,7603,1641,5064,492,9.6,10.2,15,18.3,4.5,35.6,617
896.1,915,1001.2,992.6,1064.5,1006.1,1005,1070,1210,1210,1140,1245,1965,2260,2978,2922,1517,4693,2200,2300,2239,3050,1516,4677,516.6,8,8.7,15,12.4,3.5,34,601
1038.1,1054.1,1233.1,1199.7,1151.5,1107.3,1005,1070,1210,1200,1140,1130,1763,2092,2376,5801,1331,4620,1604,1766,1926,5724,1077,4624,499.1,8,7,15,17.3,3,36.7,499
1008.6,1010.7,1217,1201,1145.6,1166,1005,1070,1215,1200,1140,1130,3173,3968,2713,11410,1945,5393,2858,3613,2454,11133,1808,5135,521.9,10.4,12.6,15,25.5,6.9,37.5,620
774.5,717.6,866.5,867.2,665.4,629,1005,1070,1215,1200,1140,1130,2594,2323,2724,7459,1601,3277,2600,2200,2001,2450,1600,3298,499.9,11.6,7,15,20.2,4.1,24.4,619
1013,1076.5,1207.9,1197.5,1155.6,1124.5,1005,1070,1210,1200,1145,1130,1779,2157,3306,6060,1620,4616,1765,2207,3177,6084,1621,4617,534.6,8.6,10.9,17.7,21.2,8.7,40.6,499
992.8,1047.2,1210.1,1202.3,1137,1159.8,1005,1070,1220,1210,1140,1245,3575,4194,4993,14558,1746,6557,3535,4169,4910,14554,1763,6548,532.1,16.3,18.9,21.1,37.1,8.5,49.7,606
1036.3,1049.2,1222.1,1192.4,1145.5,1128.2,1005,1070,1215,1205,1150,1245,2531,2963,3400,10449,1922,5103,2495,2943,3289,10459,1916,5067,532,9.8,10.9,16.6,27.7,10.4,41.2,605
1097,1081,1237.8,1167.1,1191.1,1104.2,1005,1070,1200,1180,1160,1130,2004,2081,2100,2753,1313,4281,1871,2018,1695,3293,1070,4287,530.6,8,7,15,14.8,3,35.3,500
785.9,727.3,880.7,881.9,658.2,613.9,1005,1070,1215,1200,1140,1130,2557,2291,2675,7595,1600,3287,2600,2200,2001,2450,1600,3298,508.7,11,7,15,20.2,4.4,24.6,620
1012.7,1034,1206.3,1190.8,1139.9,1164.3,1005,1070,1215,1200,1150,1130,3253,4044,3639,13390,2544,6367,3333,4169,3566,13422,2630,6361,531.9,15.7,16.1,18,32.9,17.5,46.8,618
1049.6,1077,1236.8,1200.5,1198.9,1155.8,1005,1070,1190,1190,1250,1245,2095,2134,3407,4747,1336,4352,1725,1988,2831,5109,1108,4545,574.9,8,7,18,17.9,3,37.4,598
1017.2,1056.8,1249,1201.7,1163,1173,1005,1070,1220,1205,1150,1245,2205,2694,2944,8312,2626,6539,2140,2690,2880,8148,2627,6548,525,8,10.1,16.4,20.6,16.6,48.8,601
992.3,1052.3,1227.6,1209,1150.6,1154.9,1005,1070,1215,1205,1150,1245,2546,2965,2980,9734,1919,5466,2495,2943,2880,9783,1916,5457,550.2,10,12.7,16.2,27.2,10.9,44.4,600
1011.2,1011.5,1224.4,1188.7,1151.8,1135.1,1005,1070,1215,1200,1140,1130,2301,2883,2630,11624,1435,4819,2712,3319,2205,12058,1447,5231,535.7,11.7,12.7,15,31.3,3.2,39.1,621
1004.6,1069.5,1214.4,1193.2,1156.3,1114.4,1005,1070,1220,1195,1160,1130,1846,2174,2466,6043,1284,4610,1765,2081,2534,6019,1040,4617,536.5,8.4,7.9,16.7,18.5,3,38.1,499
956.4,950.8,978.1,966.3,991.3,947.8,1005,1070,1210,1210,1140,1245,1796,2348,2693,2507,1412,3599,2200,2300,2239,2239,1142,3598,533.4,8,8.6,15,10.1,3,28.3,600
847.7,825.8,1084.6,1055.8,1041.2,980.7,1005,1070,1215,1200,1140,1130,2613,2228,2387,4272,1702,4310,2600,2200,2001,4261,1700,4287,511.6,9.8,7,15,15,6.6,32.7,599
1066,1058.1,1246.5,1202.3,1183,1130,1005,1070,1215,1200,1150,1130,1931,2239,2559,3583,1438,4287,1765,2207,2073,3508,1174,4287,538.3,7,7,15,12.5,3,32.7,619
784.3,727,875.5,878.9,657,612.5,1005,1070,1215,1200,1140,1130,2539,2289,2661,7567,1601,3296,2600,2200,2001,2450,1600,3298,509.6,11.8,7,15,20.2,4.5,24.7,620
1039.6,1071.6,1222,1199.9,1133.1,1139.8,1005,1070,1220,1210,1140,1245,2519,3082,2937,8046,1855,6291,2569,3025,2965,8168,1903,6230,529.1,13.1,13.3,17,23.9,9.9,47.8,603
980.5,959.2,1011.3,1000.2,1007.8,961.6,1005,1070,1210,1210,1140,1245,1817,2214,2791,2860,1430,3552,2200,2300,2239,3050,1171,3598,528.4,8,9.1,15,13.7,3,27.7,585
1037.7,1051.2,1248.5,1185.1,1178.5,1142,1005,1070,1215,1205,1150,1245,2454,2971,2940,7525,1916,5445,2495,2943,2880,7554,1916,5457,527.3,10.3,11.6,15.2,20.5,9,41.6,599
996.5,1009.3,1219.4,1174.5,1149.5,1140.9,1005,1070,1220,1190,1160,1230,3208,3525,3987,10696,2547,6322,3435,3640,4053,11197,2627,6548,517.6,17.9,16.4,21.4,31.5,19.6,53.5,503
1009.8,1033.7,1221.6,1192.4,1154.8,1173.6,1005,1070,1215,1200,1140,1130,3191,3919,2593,14661,1646,5944,3333,4169,2112,14817,1678,6080,525.9,13.2,15.8,15,36.3,6.4,45.2,619
989,1046.1,1217.8,1189.8,1145.4,1117.2,1005,1070,1215,1205,1150,1245,2446,2970,3086,10499,1914,4937,2495,2943,3095,10459,1916,4911,547.6,13,12.2,17.2,26.3,9.3,38.5,601
959.7,1042.7,1209.9,1204.6,1137.6,1173.9,1005,1070,1215,1205,1150,1245,2466,2901,4309,8512,2193,5609,2495,2943,3959,8227,2189,5301,541.9,11.4,13.3,17.6,23.6,12.2,41.4,601
1119.8,1128.1,1306,1251.5,1249.5,1265.4,1005,1070,1250,1230,1250,1245,2447,2446,3740,7649,3392,5201,2340,2389,2979,7297,3282,5037,539,10.2,11.9,18,19.6,25.6,41.4,601
994.4,1007.7,1228.7,1200.6,1151.1,1173.5,1005,1070,1215,1200,1150,1130,3377,4114,4411,12007,2291,6370,3333,4169,4486,12105,2285,6361,513,13.6,15.5,21.3,30.6,13.3,46.5,620
1086.7,1081,1244,1222,1165.2,1165.3,1005,1070,1250,1230,1250,1245,2190,2142,3293,7676,1734,5746,1965,2232,3501,7980,1771,5887,530.9,8,8.6,20.7,23.5,8,45.6,603
728.6,715.4,792.5,786.5,838.4,767.1,1050.2,1070,1200,1180,1120,1100,2331,2916,2493,4140,1899,3781,2303,2897,2484,4224,1900,3778,424,12,7.7,8.9,15.6,8.4,30,500
1019.8,1042,1205.2,1190.6,1139.4,1149.6,1005,1070,1215,1200,1150,1130,2412,3137,2459,8128,1749,5709,2339,2860,2026,8442,1807,5679,536.2,10.8,10.3,15,23.9,8,41.8,622
995,1006.8,1207.1,1174.9,1154.6,1185.9,1005,1070,1220,1200,1150,1130,3319,4180,4657,14878,2741,7024,3333,4169,4851,14817,2709,7016,506.3,15,16.3,23.7,35.4,17.6,50.9,619
988,1051,1223.6,1214.6,1151.1,1171.4,1005,1070,1220,1210,1140,1245,3553,4211,4682,13695,1674,6554,3535,4169,4776,13617,1677,6548,549.3,17,15.5,23,34.6,7.3,48.8,596
1035.2,1051.1,1229.1,1205.9,1154.8,1159.1,1005,1070,1215,1200,1150,1130,2563,3267,2502,9779,1468,4789,2617,3217,2070,10103,1311,4872,508.5,9.8,10.6,15,26.5,3,36.4,621
1003.5,1054.8,1221.2,1210.6,1137.8,1163.5,1005,1070,1220,1210,1140,1245,3534,4161,5060,14203,2297,6551,3535,4169,5030,14145,2319,6548,545.3,17.4,18.4,21.5,34.8,13.8,48.4,599
998.2,1052.7,1217.2,1207.7,1134.9,1154.1,1005,1070,1220,1210,1140,1245,3514,4170,5388,14846,1698,6543,3535,4169,5359,14817,1747,6548,545.5,15.6,17,22,35.7,7.7,48.7,602
1026,1052.6,1247.3,1217.4,1163,1181,1005,1070,1220,1200,1160,1230,3561,3845,3608,11021,1371,6538,3535,3811,2927,10738,1369,6548,545.5,15.9,14.3,18,27,4.3,53.7,500
1024.3,1039.7,1214.7,1190.8,1157.2,1149.6,1005,1070,1215,1205,1150,1245,2521,2945,2882,10046,1914,5455,2495,2943,2886,10163,1916,5457,573.6,14.5,13.8,18.8,29.5,11.3,44.8,601
1022.7,1049.4,1206.8,1191.9,1143.4,1144.9,1005,1070,1215,1200,1150,1130,2303,2758,2477,6829,1462,5301,2119,2575,2047,7158,1468,5222,538.3,7.6,8.7,15,21.6,3.4,38.6,621
999.7,1027.5,1212.1,1199.6,1176.1,1173.3,1005,1070,1210,1200,1145,1130,2400,2910,2236,8477,1621,4954,2135,2665,1777,8142,1537,4737,536.8,8,9,15,20.8,4.2,35.7,620
1046.5,1068,1230.2,1194.1,1163.4,1099,1005,1070,1220,1200,1160,1130,1962,2029,2213,5273,1279,4546,1871,2018,1794,5229,1037,4485,547.8,8,7,15,16.4,3,37.3,501
998.2,1026.8,1212.7,1197.5,1174.1,1169.8,1005,1070,1210,1200,1145,1130,2445,2902,2220,9265,1827,5649,2653,3245,1874,9876,1962,6053,537.1,11.3,12,15,26.4,9.7,44.7,622
1093.7,1086,1254.8,1230.2,1228.6,1270.4,1005,1070,1265,1240,1255,1245,3064,3061,3975,14770,3621,7771,3030,3035,4151,14817,3803,7512,551,10.5,10.9,20.7,36.6,30.3,57.1,598
1054.5,1056.8,1247.7,1208.3,1189.6,1150.4,1005,1070,1215,1200,1150,1130,1913,2259,2586,4214,1468,4481,1765,2207,2096,4352,1188,4485,517.4,7,7,15,14.8,3,33.9,617
988.5,1032.5,1219.3,1212.3,1156.7,1150.6,1005,1070,1215,1205,1150,1245,2513,3016,4203,9347,1917,5076,2495,2943,4251,9164,1916,5067,564.4,14.5,11.9,21.2,24.1,11.1,42,598
830.2,838.8,924.9,921.4,958.5,916.3,1005,1070,1210,1210,1140,1245,2113,2458,3128,3760,1521,3952,2200,2300,2239,2615,1516,3958,479.9,8,7,15,12,3,29.4,603
